MGI Gene/Marker ID	Symbol	Name	Chr	Qualifier	Annotated Term	Context	Proteoform	Evidence	Inferred From	Reference(s)
MGI:96924	Mbl2	mannose-binding lectin (protein C) 2	19		collagen-containing extracellular matrix			IBA	PTN002770396 	J:265628 	
MGI:1919351	Megf6	multiple EGF-like-domains 6	4		collagen-containing extracellular matrix	is a part of islets of Langerhans		HDA		J:265607 	
MGI:1918264	Megf9	multiple EGF-like-domains 9	4		basement membrane			IBA	PTN000832450 	J:265628 	
MGI:1918264	Megf9	multiple EGF-like-domains 9	4		basement membrane			IDA		J:118579 	
MGI:2137384	Mepe	matrix extracellular phosphoglycoprotein with ASARM motif (bone)	5		extracellular matrix			IBA	PTN000421142 	J:265628 	
MGI:2137384	Mepe	matrix extracellular phosphoglycoprotein with ASARM motif (bone)	5		extracellular matrix			ISO	AF325916 	J:70223 	
MGI:1914782	Mfap1a	microfibrillar-associated protein 1A	2		collagen-containing extracellular matrix	is a part of islets of Langerhans		HDA		J:265607 	
MGI:1914782	Mfap1a	microfibrillar-associated protein 1A	2		microfibril			ISO	P55081 	J:164563 	
MGI:3694697	Mfap1b	microfibrillar-associated protein 1B	2		collagen-containing extracellular matrix	is a part of islets of Langerhans		HDA		J:265607 	
MGI:3694697	Mfap1b	microfibrillar-associated protein 1B	2		microfibril			ISO	P55081 	J:164563 	
MGI:99559	Mfap2	microfibrillar-associated protein 2	4		collagen-containing extracellular matrix	is a part of lung		HDA		J:265604 	
MGI:99559	Mfap2	microfibrillar-associated protein 2	4		collagen-containing extracellular matrix	is a part of islets of Langerhans		HDA		J:265607 	
MGI:99559	Mfap2	microfibrillar-associated protein 2	4		microfibril			IBA	PTN002702671 	J:265628 	
MGI:99559	Mfap2	microfibrillar-associated protein 2	4		microfibril	is a part of lens capsule|is a part of ciliary body		IDA		J:226844 	
MGI:99559	Mfap2	microfibrillar-associated protein 2	4		microfibril			ISO	P55001 	J:164563 	
MGI:1342276	Mfap4	microfibrillar-associated protein 4	11		collagen-containing extracellular matrix	is a part of lung|is a part of colon		HDA		J:265604 	
MGI:1342276	Mfap4	microfibrillar-associated protein 4	11		collagen-containing extracellular matrix			IBA	PTN000441162 	J:265628 	
MGI:1342276	Mfap4	microfibrillar-associated protein 4	11		collagen-containing extracellular matrix			ISO	P55083 	J:164563 	
MGI:1342276	Mfap4	microfibrillar-associated protein 4	11		elastic fiber			ISO	P55083 	J:164563 	
MGI:1342276	Mfap4	microfibrillar-associated protein 4	11		microfibril			ISO	P55083 	J:164563 	
MGI:1354387	Mfap5	microfibrillar associated protein 5	6		collagen-containing extracellular matrix	is a part of lung|is a part of colon		HDA		J:265604 	
MGI:1354387	Mfap5	microfibrillar associated protein 5	6		collagen-containing extracellular matrix	is a part of islets of Langerhans		HDA		J:265607 	
MGI:1354387	Mfap5	microfibrillar associated protein 5	6		extracellular matrix	is a part of CL:0000057		IDA		J:118147 	
MGI:1354387	Mfap5	microfibrillar associated protein 5	6		microfibril			IBA	PTN002702671 	J:265628 	
MGI:1354387	Mfap5	microfibrillar associated protein 5	6		microfibril			TAS		J:62831 	
MGI:102768	Mfge8	milk fat globule EGF and factor V/VIII domain containing	7		collagen-containing extracellular matrix	is a part of lung		HDA		J:265604 	
MGI:96976	Mgp	matrix Gla protein	6		collagen-containing extracellular matrix			ISO	RGD:3088 	J:155856 	
MGI:96976	Mgp	matrix Gla protein	6		extracellular matrix			IBA	PTN002561254 	J:265628 	
MGI:1933847	Mmp1b	matrix metallopeptidase 1b (interstitial collagenase)	9		extracellular matrix			IEA	IPR001818 IPR021158 	J:72247 	
MGI:97009	Mmp2	matrix metallopeptidase 2	8		extracellular matrix			IEA	IPR001818 IPR021158 	J:72247 	
MGI:97010	Mmp3	matrix metallopeptidase 3	9		extracellular matrix			IEA	IPR001818 IPR021158 	J:72247 	
MGI:103189	Mmp7	matrix metallopeptidase 7	9		extracellular matrix			IEA	IPR001818 IPR021158 	J:72247 	
MGI:1202395	Mmp8	matrix metallopeptidase 8	9		extracellular matrix			IEA	IPR001818 IPR021158 	J:72247 	
MGI:97011	Mmp9	matrix metallopeptidase 9	2		collagen-containing extracellular matrix	is a part of lung		HDA		J:265604 	
MGI:97011	Mmp9	matrix metallopeptidase 9	2		extracellular matrix			IEA	IPR001818 IPR021158 	J:72247 	
MGI:97007	Mmp10	matrix metallopeptidase 10	9		extracellular matrix			IEA	IPR001818 IPR021158 	J:72247 	
MGI:97008	Mmp11	matrix metallopeptidase 11	10		extracellular matrix			IC	GO:0030198 	J:142976 	
MGI:97008	Mmp11	matrix metallopeptidase 11	10		extracellular matrix			ISO	P24347 	J:142976 	
MGI:97005	Mmp12	matrix metallopeptidase 12	9		extracellular matrix			IEA	IPR001818 IPR021158 	J:72247 	
MGI:1340026	Mmp13	matrix metallopeptidase 13	9		extracellular matrix			IEA	IPR001818 IPR021158 	J:72247 	
MGI:101900	Mmp14	matrix metallopeptidase 14 (membrane-inserted)	14		extracellular matrix			IEA	IPR001818 IPR021158 	J:72247 	
MGI:109320	Mmp15	matrix metallopeptidase 15	8		extracellular matrix			IEA	IPR001818 IPR021158 	J:72247 	
MGI:1276107	Mmp16	matrix metallopeptidase 16	4		extracellular matrix			IEA	IPR001818 IPR021158 	J:72247 	
MGI:1346076	Mmp17	matrix metallopeptidase 17	5		extracellular matrix			IEA	IPR001818 	J:72247 	
MGI:1927899	Mmp19	matrix metallopeptidase 19	10		extracellular matrix			IEA	IPR001818 	J:72247 	
MGI:1353466	Mmp20	matrix metallopeptidase 20 (enamelysin)	9		extracellular matrix			IEA	IPR001818 IPR021158 	J:72247 	
MGI:2664387	Mmp21	matrix metallopeptidase 21	7		extracellular matrix			IEA	IPR001818 	J:72247 	
MGI:1347361	Mmp23	matrix metallopeptidase 23	4		extracellular matrix			IEA	IPR001818 	J:72247 	
MGI:1341867	Mmp24	matrix metallopeptidase 24	2		extracellular matrix			IEA	IPR001818 	J:72247 	
MGI:2443938	Mmp25	matrix metallopeptidase 25	17		extracellular matrix			IEA	IPR001818 	J:72247 	
MGI:1918195	Mmrn1	multimerin 1	6		collagen-containing extracellular matrix	is a part of lung		HDA		J:265604 	
MGI:1918195	Mmrn1	multimerin 1	6		collagen-containing extracellular matrix	is a part of islets of Langerhans		HDA		J:265607 	
MGI:1918195	Mmrn1	multimerin 1	6		collagen-containing extracellular matrix			ISO	Q13201 	J:164563 	
MGI:1918195	Mmrn1	multimerin 1	6		multimerin complex			ISO	Q13201 	J:164563 	
MGI:2385618	Mmrn2	multimerin 2	14		basement membrane	is a part of embryo		IDA		J:139122 	
MGI:2385618	Mmrn2	multimerin 2	14		collagen-containing extracellular matrix	is a part of lung		HDA		J:265604 	
MGI:2385618	Mmrn2	multimerin 2	14		collagen-containing extracellular matrix			ISO	Q9H8L6 	J:164563 	
MGI:2385618	Mmrn2	multimerin 2	14		extracellular matrix			TAS		J:232756 	
MGI:97231	Muc1	mucin 1, transmembrane	3		collagen-containing extracellular matrix	is a part of islets of Langerhans		HDA		J:265607 	
MGI:1339364	Muc2	mucin 2	7		collagen-containing extracellular matrix	is a part of colon		HDA		J:265604 	
MGI:1339364	Muc2	mucin 2	7		extracellular matrix	is a part of intestine mucosa		IDA		J:150765 	
MGI:1339364	Muc2	mucin 2	7		extracellular matrix			IDA		J:92456 	
MGI:2153525	Muc4	mucin 4	16		collagen-containing extracellular matrix	is a part of islets of Langerhans		HDA		J:265607 	
MGI:104697	Muc5ac	mucin 5, subtypes A and C, tracheobronchial/gastric	7		extracellular matrix			IBA	PTN000885756 	J:265628 	
MGI:1921430	Muc5b	mucin 5, subtype B, tracheobronchial	7		extracellular matrix			IBA	PTN000885756 	J:265628 	
MGI:2663233	Muc6	mucin 6, gastric	7		extracellular matrix			IBA	PTN000885756 	J:265628 	
MGI:1202864	Myoc	myocilin	1		collagen-containing extracellular matrix			ISO	Q99972 	J:164563 	
MGI:2183691	Nav2	neuron navigator 2	7		extracellular matrix			IDA		J:139122 	
MGI:2183691	Nav2	neuron navigator 2	7		interstitial matrix	is a part of tendon|is a part of ligament		IDA		J:139122 	
MGI:104694	Ncan	neurocan	8		extracellular matrix			IBA	PTN001105676 	J:265628 	
MGI:104694	Ncan	neurocan	8		perineuronal net			ISO	RGD:619941 	J:155856 	
MGI:1915419	Ndnf	neuron-derived neurotrophic factor	6		extracellular matrix			IDA		J:139122 	
MGI:102570	Ndp	Norrie disease (pseudoglioma) (human)	X		collagen-containing extracellular matrix			IDA		J:107732 	
MGI:102570	Ndp	Norrie disease (pseudoglioma) (human)	X		collagen-containing extracellular matrix			ISO	Q00604 	J:164563 	
MGI:102570	Ndp	Norrie disease (pseudoglioma) (human)	X		extracellular matrix			IBA	PTN002006975 	J:265628 	
MGI:1913900	Nepn	nephrocan	10		extracellular matrix			IBA	PTN001224703 	J:265628 	
MGI:1913900	Nepn	nephrocan	10		extracellular matrix			IDA		J:139122 	
MGI:1913900	Nepn	nephrocan	10		interstitial matrix	is a part of periosteum		IDA		J:139122 	
MGI:1913276	Ngly1	N-glycanase 1	14		collagen-containing extracellular matrix	is a part of islets of Langerhans		HDA		J:265607 	
MGI:97342	Nid1	nidogen 1	13		basement membrane	is a part of embryo,is a part of embryo		IDA		J:139122 	
MGI:97342	Nid1	nidogen 1	13		basement membrane	is a part of embryo endoderm|is a part of embryo ectoderm|is a part of Reichert's membrane|is a part of extraembryonic ectoderm|is a part of extraembryonic endoderm|is a part of decidua|is a part of capillary		IDA		J:98797 	
MGI:97342	Nid1	nidogen 1	13		basement membrane	is a part of embryo ectoderm		IDA		J:66122 	
MGI:97342	Nid1	nidogen 1	13		basement membrane	is a part of glomerular tuft		IDA		J:27732 	
MGI:97342	Nid1	nidogen 1	13		basement membrane			IDA		J:77264 J:81999 J:86627 J:108496 J:128304 	
MGI:97342	Nid1	nidogen 1	13		basement membrane			IPI	P02462 P08572 PR:P02468 PR:P37889 PR:Q05793 	J:79202 	
MGI:97342	Nid1	nidogen 1	13		basement membrane			ISO	P14543 	J:164563 	
MGI:97342	Nid1	nidogen 1	13		basement membrane			TAS		J:64030 	
MGI:97342	Nid1	nidogen 1	13		collagen-containing extracellular matrix	is a part of lung|is a part of colon		HDA		J:265604 	
MGI:97342	Nid1	nidogen 1	13		collagen-containing extracellular matrix	is a part of islets of Langerhans		HDA		J:265607 	
MGI:97342	Nid1	nidogen 1	13		collagen-containing extracellular matrix	is a part of fibroblast		HDA		J:213088 	
MGI:97342	Nid1	nidogen 1	13		extracellular matrix	is a part of liver parenchyma|is a part of liver left lobe parenchyma|is a part of liver caudate lobe parenchyma|is a part of liver quadrate lobe parenchyma		IDA		J:108466 	
MGI:1298229	Nid2	nidogen 2	14		basement membrane			IBA	PTN004353013 	J:265628 	
MGI:1298229	Nid2	nidogen 2	14		basement membrane	is a part of embryo		IDA		J:139122 	
MGI:1298229	Nid2	nidogen 2	14		basement membrane	is a part of embryo endoderm|is a part of embryo ectoderm|is a part of Reichert's membrane|is a part of extraembryonic ectoderm|is a part of extraembryonic endoderm|is a part of decidua|is a part of capillary		IDA		J:98797 	
MGI:1298229	Nid2	nidogen 2	14		basement membrane			IPI	P02462 P08572 PR:P02468 PR:P37889 PR:Q05793 	J:79202 	
MGI:1298229	Nid2	nidogen 2	14		basement membrane			ISO	Q14112 	J:164563 	
MGI:1298229	Nid2	nidogen 2	14		collagen-containing extracellular matrix	is a part of islets of Langerhans		HDA		J:265607 	
MGI:1298229	Nid2	nidogen 2	14		collagen-containing extracellular matrix	is a part of fibroblast		HDA		J:213088 	
MGI:1298229	Nid2	nidogen 2	14		extracellular matrix	is a part of liver parenchyma|is a part of liver left lobe parenchyma|is a part of liver caudate lobe parenchyma|is a part of liver quadrate lobe parenchyma		IDA		J:108466 	
MGI:97364	Notch2	notch 2	3		extracellular matrix			IBA	PTN001105676 	J:265628 	
MGI:1859637	Nphs1	nephrosis 1, nephrin	7		basement membrane			ISO	RGD:620460 	J:155856 	
MGI:2148811	Npnt	nephronectin	3		basement membrane	is a part of EMAPA:16039		IDA		J:139122 	
MGI:2148811	Npnt	nephronectin	3		basement membrane			IDA		J:170886 	
MGI:2148811	Npnt	nephronectin	3		collagen-containing extracellular matrix	is a part of lung	UniProtKB:Q91V88-4	HDA		J:265604 	
MGI:2148811	Npnt	nephronectin	3		collagen-containing extracellular matrix			IDA		J:170886 	
MGI:2148811	Npnt	nephronectin	3		extracellular matrix			IDA		J:70545 J:72544 	
MGI:2148811	Npnt	nephronectin	3		extracellular matrix			IPI	Q8BPT3 	J:70545 	
MGI:105088	Ntn1	netrin 1	11		basement membrane			IBA	PTN002471709 	J:265628 	
MGI:105088	Ntn1	netrin 1	11		basement membrane	is a part of EMAPA:18547		IDA		J:139122 	
MGI:105088	Ntn1	netrin 1	11		collagen-containing extracellular matrix	is a part of lung		HDA		J:265604 	
MGI:105088	Ntn1	netrin 1	11		extracellular matrix			ISO	RGD:619809 	J:155856 	
MGI:1341188	Ntn3	netrin 3	17		basement membrane			IBA	PTN002471709 	J:265628 	
MGI:1888978	Ntn4	netrin 4	10		basement membrane	is a part of embryo		IDA		J:139122 	
MGI:1888978	Ntn4	netrin 4	10		basement membrane	is a part of metanephros		IDA		J:124769 	
MGI:1888978	Ntn4	netrin 4	10		basement membrane			IDA		J:90754 	
MGI:1888978	Ntn4	netrin 4	10		basement membrane			ISS		J:65168 	
MGI:1888978	Ntn4	netrin 4	10		laminin complex			IBA	PTN000832288 	J:265628 	
MGI:2685330	Ntn5	netrin 5	7		basement membrane			IBA	PTN002471709 	J:265628 	
MGI:1934028	Ntng1	netrin G1	3		laminin complex			IBA	PTN000832288 	J:265628 	
MGI:2159341	Ntng2	netrin G2	2		laminin complex			IBA	PTN000832288 	J:265628 	
MGI:2448607	Nyx	nyctalopin	X		extracellular matrix			IBA	PTN001224703 	J:265628 	
MGI:1313269	Oc90	otoconin 90	15		extracellular matrix			IBA	PTN000919207 	J:265628 	
MGI:1313269	Oc90	otoconin 90	15		extracellular matrix			IDA		J:52192 	
MGI:109278	Ogn	osteoglycin	13		collagen-containing extracellular matrix	is a part of lung|is a part of colon		HDA		J:265604 	
MGI:109278	Ogn	osteoglycin	13		collagen-containing extracellular matrix	is a part of islets of Langerhans		HDA		J:265607 	
MGI:2444741	Olfml2a	olfactomedin-like 2A	2		extracellular matrix			IDA		J:117552 J:139122 	
MGI:2443310	Olfml2b	olfactomedin-like 2B	1		extracellular matrix			IDA		J:117552 J:139122 	
MGI:1350918	Omd	osteomodulin	13		collagen-containing extracellular matrix			IEA	IPR030705 	J:72247 	
MGI:1350918	Omd	osteomodulin	13		extracellular matrix			IDA		J:102746 	
MGI:2151113	Optc	opticin	1		extracellular matrix			IBA	PTN000689556 	J:265628 	
MGI:2151113	Optc	opticin	1		extracellular matrix	is a part of eye		IDA		J:191528 	
MGI:2151113	Optc	opticin	1		extracellular matrix			ISO	Q9UBM4 	J:164563 	
MGI:1202064	Otog	otogelin	7		extracellular matrix			IBA	PTN000885756 	J:265628 	
MGI:1202064	Otog	otogelin	7		extracellular matrix			IDA		J:45072 	
MGI:3647600	Otogl	otogelin-like	10		extracellular matrix			IBA	PTN000885756 	J:265628 	
MGI:2685260	Otol1	otolin 1	3		collagen type IV trimer			IBA	PTN002770666 	J:265628 	
MGI:2685260	Otol1	otolin 1	3		extracellular matrix			IBA	PTN004649045 	J:265628 	
MGI:106661	Ovgp1	oviductal glycoprotein 1	3		egg coat			IDA		J:154618 	
MGI:1888921	P3h1	prolyl 3-hydroxylase 1	4		basement membrane			ISO	Q9R1J8 	J:73065 	
MGI:2146663	P3h2	prolyl 3-hydroxylase 2	16		basement membrane	is a part of UBERON:0000082		IDA		J:138660 	
MGI:2386139	Papln	papilin, proteoglycan-like sulfated glycoprotein	12		basement membrane	is a part of embryo		IDA		J:139122 	
MGI:2386139	Papln	papilin, proteoglycan-like sulfated glycoprotein	12		collagen-containing extracellular matrix	is a part of lung|is a part of colon		HDA		J:265604 	
MGI:2386139	Papln	papilin, proteoglycan-like sulfated glycoprotein	12		extracellular matrix			IBA	PTN000347317 	J:265628 	
MGI:1923727	Pcolce2	procollagen C-endopeptidase enhancer 2	9		collagen-containing extracellular matrix	is a part of lung		HDA		J:265604 	
MGI:102897	Pcsk6	proprotein convertase subtilisin/kexin type 6	7		collagen-containing extracellular matrix			IBA	PTN002872294 	J:265628 	
MGI:102897	Pcsk6	proprotein convertase subtilisin/kexin type 6	7		collagen-containing extracellular matrix			ISO	P29122 	J:164563 	
MGI:1888711	Pf4	platelet factor 4	5		collagen-containing extracellular matrix	is a part of lung		HDA		J:265604 	
MGI:2447348	Phospho1	phosphatase, orphan 1	11		extracellular matrix	is a part of bone		IDA		J:179862 	
MGI:2447348	Phospho1	phosphatase, orphan 1	11		extracellular matrix			ISO	O73884 	J:114091 	
MGI:97591	Pkm	pyruvate kinase, muscle	9		collagen-containing extracellular matrix	is a part of fibroblast		HDA		J:213088 	
MGI:97620	Plg	plasminogen	17		collagen-containing extracellular matrix	is a part of EMAPA:16728		HDA		J:265604 	
MGI:97620	Plg	plasminogen	17		collagen-containing extracellular matrix	is a part of EMAPA:32927		HDA		J:265607 	
MGI:99907	Plod1	procollagen-lysine, 2-oxoglutarate 5-dioxygenase 1	4		collagen-containing extracellular matrix	is a part of lung		HDA		J:265604 	
MGI:1347008	Plod3	procollagen-lysine, 2-oxoglutarate 5-dioxygenase 3	5		collagen-containing extracellular matrix	is a part of lung		HDA		J:265604 	
MGI:1347008	Plod3	procollagen-lysine, 2-oxoglutarate 5-dioxygenase 3	5		collagen-containing extracellular matrix	is a part of islets of Langerhans		HDA		J:265607 	
MGI:1347008	Plod3	procollagen-lysine, 2-oxoglutarate 5-dioxygenase 3	5		collagen-containing extracellular matrix			IDA		J:236095 	
MGI:893575	Plscr1	phospholipid scramblase 1	9		collagen-containing extracellular matrix			ISO	O15162 	J:164563 	
MGI:1270860	Plscr2	phospholipid scramblase 2	9		collagen-containing extracellular matrix			ISO	O15162 	J:164563 	
MGI:1914698	Plxdc2	plexin domain containing 2	2		collagen-containing extracellular matrix	is a part of lung		HDA		J:265604 	
MGI:107684	Plxna2	plexin A2	1		collagen-containing extracellular matrix	is a part of islets of Langerhans		HDA		J:265607 	
MGI:2154239	Plxnb2	plexin B2	15		collagen-containing extracellular matrix	is a part of lung|is a part of colon		HDA		J:265604 	
MGI:2154239	Plxnb2	plexin B2	15		collagen-containing extracellular matrix	is a part of islets of Langerhans		HDA		J:265607 	
MGI:97631	Pmp22	peripheral myelin protein 22	11		laminin complex			IDA		J:104989 	
MGI:2685352	Podnl1	podocan-like 1	8		collagen-containing extracellular matrix			IDA		J:233571 	
MGI:1926321	Postn	periostin, osteoblast specific factor	3		collagen-containing extracellular matrix	is a part of lung|is a part of colon	UniProtKB:Q62009-2	HDA		J:265604 	
MGI:1926321	Postn	periostin, osteoblast specific factor	3		collagen-containing extracellular matrix	is a part of islets of Langerhans		HDA		J:265607 	
MGI:1926321	Postn	periostin, osteoblast specific factor	3		collagen-containing extracellular matrix			IDA		J:138129 	
MGI:1926321	Postn	periostin, osteoblast specific factor	3		collagen-containing extracellular matrix			ISO	Q15063 	J:164563 	
MGI:1926321	Postn	periostin, osteoblast specific factor	3		extracellular matrix			IBA	PTN000855676 	J:265628 	
MGI:1926321	Postn	periostin, osteoblast specific factor	3		extracellular matrix	is a part of skeletal muscle		IDA		J:208903 	
MGI:1926321	Postn	periostin, osteoblast specific factor	3		extracellular matrix			IDA		J:114806 	
MGI:2151110	Prelp	proline arginine-rich end leucine-rich repeat	1		collagen-containing extracellular matrix	is a part of lung|is a part of colon		HDA		J:265604 	
MGI:2151110	Prelp	proline arginine-rich end leucine-rich repeat	1		collagen-containing extracellular matrix	is a part of islets of Langerhans		HDA		J:265607 	
MGI:103294	Prg2	proteoglycan 2, bone marrow	2		collagen-containing extracellular matrix	is a part of islets of Langerhans		HDA		J:265607 	
MGI:1891344	Prg4	proteoglycan 4 (megakaryocyte stimulating factor, articular superficial zone protein)	1		collagen-containing extracellular matrix			IBA	PTN000531402 	J:265628 	
MGI:98839	Prss1	protease, serine 1 (trypsin 1)	6		collagen-containing extracellular matrix	is a part of islets of Langerhans		HDA		J:265607 	
MGI:102759	Prss2	protease, serine 2	6		collagen-containing extracellular matrix	is a part of islets of Langerhans		HDA		J:265607 	
MGI:102758	Prss3	protease, serine 3	6		collagen-containing extracellular matrix	is a part of islets of Langerhans		HDA		J:265607 	
MGI:2681414	Prss34	protease, serine 34	17		extracellular matrix			IDA		J:139122 	
MGI:97804	Ptn	pleiotrophin	6		basement membrane			ISO	RGD:3444 	J:155856 	
MGI:97804	Ptn	pleiotrophin	6		extracellular matrix			TAS		J:77465 	
MGI:97816	Ptprz1	protein tyrosine phosphatase, receptor type Z, polypeptide 1	6		extracellular matrix	adjacent to a CNS neuron (sensu Vertebrata)		IDA		J:146166 	
MGI:97816	Ptprz1	protein tyrosine phosphatase, receptor type Z, polypeptide 1	6		extracellular matrix		PR:Q810U6	IDA		J:84104 	
MGI:97816	Ptprz1	protein tyrosine phosphatase, receptor type Z, polypeptide 1	6		perineuronal net	is a part of optic nerve		IDA		J:62139 	
MGI:97816	Ptprz1	protein tyrosine phosphatase, receptor type Z, polypeptide 1	6		perineuronal net			ISO	RGD:3455 	J:155856 	
MGI:104641	Ptx3	pentraxin related gene	3		extracellular matrix	is a part of cumulus oophorus,is a part of cumulus oophorus		IDA		J:126717 	
MGI:1916925	Pxdn	peroxidasin	12		collagen-containing extracellular matrix	is a part of lung|is a part of colon		HDA		J:265604 	
MGI:1916925	Pxdn	peroxidasin	12		collagen-containing extracellular matrix	is a part of islets of Langerhans		HDA		J:265607 	
MGI:1916925	Pxdn	peroxidasin	12		collagen-containing extracellular matrix			IDA		J:150789 	
MGI:1916925	Pxdn	peroxidasin	12		collagen-containing extracellular matrix			ISO	Q92626 	J:164563 	
MGI:87854	Pzp	PZP, alpha-2-macroglobulin like	6		collagen-containing extracellular matrix	is a part of lung|is a part of colon		HDA		J:265604 	
MGI:87854	Pzp	PZP, alpha-2-macroglobulin like	6		collagen-containing extracellular matrix	is a part of islets of Langerhans		HDA		J:265607 	
MGI:1918910	Rarres2	retinoic acid receptor responder (tazarotene induced) 2	6		collagen-containing extracellular matrix			ISO	Q99969 	J:164563 	
MGI:1918910	Rarres2	retinoic acid receptor responder (tazarotene induced) 2	6		extracellular matrix			IBA	PTN001031401 	J:265628 	
MGI:97878	Rbp3	retinol binding protein 3, interstitial	14		cone matrix sheath			IBA	PTN000137262 	J:265628 	
MGI:97878	Rbp3	retinol binding protein 3, interstitial	14		interphotoreceptor matrix			ISO	RGD:3545 	J:155856 	
MGI:97895	Reg1	regenerating islet-derived 1	6		collagen-containing extracellular matrix	is a part of islets of Langerhans		HDA		J:265607 	
MGI:97896	Reg2	regenerating islet-derived 2	6		collagen-containing extracellular matrix	is a part of islets of Langerhans		HDA		J:265607 	
MGI:97478	Reg3b	regenerating islet-derived 3 beta	6		collagen-containing extracellular matrix	is a part of islets of Langerhans		HDA		J:265607 	
MGI:109406	Reg3g	regenerating islet-derived 3 gamma	6		collagen-containing extracellular matrix	is a part of islets of Langerhans		HDA		J:265607 	
MGI:1918044	Rell2	RELT-like 2	18		basement membrane			IDA		J:139122 	
MGI:1918044	Rell2	RELT-like 2	18		extracellular matrix			IDA		J:139122 	
MGI:103022	Reln	reelin	5		collagen-containing extracellular matrix	is a part of islets of Langerhans,is a part of islets of Langerhans		HDA		J:265607 	
MGI:103022	Reln	reelin	5		extracellular matrix	adjacent to a endothelial cell of lymphatic vessel		IDA		J:185190 	
MGI:103022	Reln	reelin	5		extracellular matrix			TAS		J:75822 	
MGI:105381	Rpsa	ribosomal protein SA	9		basement membrane			ISO	RGD:71026 	J:155856 	
MGI:105381	Rpsa	ribosomal protein SA	9		collagen-containing extracellular matrix			ISO	RGD:71026 	J:155856 	
MGI:2443686	Rtbdn	retbindin	8		interphotoreceptor matrix			IDA		J:233665 	
MGI:2669796	Rtn4rl2	reticulon 4 receptor-like 2	2		extracellular matrix			IBA	PTN001224703 	J:265628 	
MGI:99852	Runx1	runt related transcription factor 1	16		basement membrane			IDA		J:116050 	
MGI:1338849	S100a3	S100 calcium binding protein A3	3		collagen-containing extracellular matrix	is a part of islets of Langerhans		HDA		J:265607 	
MGI:1339467	S100a6	S100 calcium binding protein A6 (calcyclin)	3		collagen-containing extracellular matrix	is a part of EMAPA:32927		HDA		J:265607 	
MGI:1339468	S100a10	S100 calcium binding protein A10 (calpactin)	3		collagen-containing extracellular matrix	is a part of islets of Langerhans		HDA		J:265607 	
MGI:1338798	S100a11	S100 calcium binding protein A11	3		collagen-containing extracellular matrix	is a part of lung		HDA		J:265604 	
MGI:1338798	S100a11	S100 calcium binding protein A11	3		collagen-containing extracellular matrix	is a part of colon		HDA		J:265604 	
MGI:1338798	S100a11	S100 calcium binding protein A11	3		collagen-containing extracellular matrix	is a part of islets of Langerhans		HDA		J:265607 	
MGI:109581	S100a13	S100 calcium binding protein A13	3		collagen-containing extracellular matrix	is a part of lung		HDA		J:265604 	
MGI:2444418	Scara3	scavenger receptor class A, member 3	14		extracellular matrix			IBA	PTN004649045 	J:265628 	
MGI:107557	Sema3c	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3C	5		collagen-containing extracellular matrix	is a part of lung		HDA		J:265604 	
MGI:2387661	Sema6d	sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6D	2		collagen-containing extracellular matrix	is a part of islets of Langerhans		HDA		J:265607 	
MGI:2447813	Serac1	serine active site containing 1	17		extracellular matrix			IDA		J:139122 	
MGI:891971	Serpina1a	serine (or cysteine) peptidase inhibitor, clade A, member 1A	12		collagen-containing extracellular matrix	is a part of lung		HDA		J:265604 	
MGI:891971	Serpina1a	serine (or cysteine) peptidase inhibitor, clade A, member 1A	12		collagen-containing extracellular matrix	is a part of islets of Langerhans		HDA		J:265607 	
MGI:98377	Serpina3k	serine (or cysteine) peptidase inhibitor, clade A, member 3K	12		collagen-containing extracellular matrix	is a part of lung		HDA		J:265604 	
MGI:98377	Serpina3k	serine (or cysteine) peptidase inhibitor, clade A, member 3K	12		collagen-containing extracellular matrix	is a part of islets of Langerhans		HDA		J:265607 	
MGI:1913472	Serpinb1a	serine (or cysteine) peptidase inhibitor, clade B, member 1a	13		collagen-containing extracellular matrix	is a part of islets of Langerhans		HDA		J:265607 	
MGI:103123	Serpinb6a	serine (or cysteine) peptidase inhibitor, clade B, member 6a	13		collagen-containing extracellular matrix	is a part of islets of Langerhans,is a part of islets of Langerhans		HDA		J:265607 	
MGI:106603	Serpinb9	serine (or cysteine) peptidase inhibitor, clade B, member 9	13		collagen-containing extracellular matrix	is a part of islets of Langerhans		HDA		J:265607 	
MGI:88095	Serpinc1	serine (or cysteine) peptidase inhibitor, clade C (antithrombin), member 1	1		collagen-containing extracellular matrix	is a part of lung		HDA		J:265604 	
MGI:97608	Serpine1	serine (or cysteine) peptidase inhibitor, clade E, member 1	5		collagen-containing extracellular matrix			ISO	P05121 	J:164563 	
MGI:101780	Serpine2	serine (or cysteine) peptidase inhibitor, clade E, member 2	1		collagen-containing extracellular matrix			ISO	P07093 	J:164563 	
MGI:108080	Serpinf1	serine (or cysteine) peptidase inhibitor, clade F, member 1	11		basement membrane			ISO	RGD:631369 	J:155856 	
MGI:107173	Serpinf2	serine (or cysteine) peptidase inhibitor, clade F, member 2	11		collagen-containing extracellular matrix	is a part of lung,is a part of lung		HDA		J:265604 	
MGI:107173	Serpinf2	serine (or cysteine) peptidase inhibitor, clade F, member 2	11		collagen-containing extracellular matrix	is a part of islets of Langerhans,is a part of islets of Langerhans		HDA		J:265607 	
